Station,Lat,Lon
Jinan-Nanjing In Transit,36.155,117.485
Jinan-Nanjing In Transit,36.11,117.53
Jinan-Nanjing In Transit,36.065,117.575
Jinan-Nanjing In Transit,36.02,117.62
Jinan-Nanjing In Transit,35.975,117.665
Jinan-Nanjing In Transit,35.93,117.71
Jinan-Nanjing In Transit,35.885,117.755
Jinan-Nanjing In Transit,35.84,117.8
Jinan-Nanjing In Transit,35.795,117.845
Jinan-Nanjing In Transit,35.75,117.89
Jinan-Nanjing In Transit,35.705,117.935
Jinan-Nanjing In Transit,35.66,117.98
Jinan-Nanjing In Transit,35.615,118.025
Jinan-Nanjing In Transit,35.57,118.07
Jinan-Nanjing In Transit,35.525,118.115
Jinan-Nanjing In Transit,35.48,118.16
Jinan-Nanjing In Transit,35.435,118.205
Jinan-Nanjing In Transit,35.39,118.25
Jinan-Nanjing In Transit,35.345,118.295
Jinan-Nanjing In Transit,35.3,118.34
Jinan-Nanjing In Transit,35.255,118.385
Jinan-Nanjing In Transit,35.21,118.43
Jinan-Nanjing In Transit,35.165,118.475
Jinan-Nanjing In Transit,35.12,118.52
Jinan-Nanjing In Transit,35.075,118.565
Jinan-Nanjing In Transit,35.03,118.61
Jinan-Nanjing In Transit,34.985,118.655
Jinan-Nanjing In Transit,34.94,118.7
Jinan-Nanjing In Transit,34.895,118.745
Jinan-Nanjing In Transit,34.85,118.79
Jinan-Nanjing In Transit,34.805,118.79
Jinan-Nanjing In Transit,34.76,118.79
Jinan-Nanjing In Transit,34.715,118.79
Jinan-Nanjing In Transit,34.67,118.79
Jinan-Nanjing In Transit,34.625,118.79
Jinan-Nanjing In Transit,34.58,118.79
Jinan-Nanjing In Transit,34.535,118.79
Jinan-Nanjing In Transit,34.49,118.79
Jinan-Nanjing In Transit,34.445,118.79
Jinan-Nanjing In Transit,34.4,118.79
Jinan-Nanjing In Transit,34.355,118.79
Jinan-Nanjing In Transit,34.31,118.79
Jinan-Nanjing In Transit,34.265,118.79
Jinan-Nanjing In Transit,34.22,118.79
Jinan-Nanjing In Transit,34.175,118.79
Jinan-Nanjing In Transit,34.13,118.79
Jinan-Nanjing In Transit,34.085,118.79
Jinan-Nanjing In Transit,34.04,118.79
Jinan-Nanjing In Transit,33.995,118.79
Jinan-Nanjing In Transit,33.95,118.79
Jinan-Nanjing In Transit,33.905,118.79
Jinan-Nanjing In Transit,33.86,118.79
Jinan-Nanjing In Transit,33.815,118.79
Jinan-Nanjing In Transit,33.77,118.79
Jinan-Nanjing In Transit,33.725,118.79
Jinan-Nanjing In Transit,33.68,118.79
Jinan-Nanjing In Transit,33.635,118.79
Jinan-Nanjing In Transit,33.59,118.79
Jinan-Nanjing In Transit,33.545,118.79
Jinan-Nanjing In Transit,33.5,118.79
Jinan-Nanjing In Transit,33.455,118.79
Jinan-Nanjing In Transit,33.41,118.79
Jinan-Nanjing In Transit,33.365,118.79
Jinan-Nanjing In Transit,33.32,118.79
Jinan-Nanjing In Transit,33.275,118.79
Jinan-Nanjing In Transit,33.23,118.79
Jinan-Nanjing In Transit,33.185,118.79
Jinan-Nanjing In Transit,33.14,118.79
Jinan-Nanjing In Transit,33.095,118.79
Jinan-Nanjing In Transit,33.05,118.79
Jinan-Nanjing In Transit,33.005,118.79
Jinan-Nanjing In Transit,32.96,118.79
Jinan-Nanjing In Transit,32.915,118.79
Jinan-Nanjing In Transit,32.87,118.79
Jinan-Nanjing In Transit,32.825,118.79
Jinan-Nanjing In Transit,32.78,118.79
Jinan-Nanjing In Transit,32.735,118.79
Jinan-Nanjing In Transit,32.69,118.79
Jinan-Nanjing In Transit,32.645,118.79
Jinan-Nanjing In Transit,32.6,118.79
Jinan-Nanjing In Transit,32.555,118.79
Jinan-Nanjing In Transit,32.51,118.79
Jinan-Nanjing In Transit,32.465,118.79
Jinan-Nanjing In Transit,32.42,118.79
Jinan-Nanjing In Transit,32.375,118.79
Jinan-Nanjing In Transit,32.33,118.79
Jinan-Nanjing In Transit,32.285,118.79
Jinan-Nanjing In Transit,32.24,118.79
Jinan-Nanjing In Transit,32.195,118.79
Jinan-Nanjing In Transit,32.15,118.79
Jinan-Nanjing In Transit,32.105,118.79
Nanjing,32.06,118.79
Nanjing-Hangzhou In Transit,32.015,118.835
Nanjing-Hangzhou In Transit,31.97,118.88
Nanjing-Hangzhou In Transit,31.925,118.925
Nanjing-Hangzhou In Transit,31.88,118.97
Nanjing-Hangzhou In Transit,31.835,119.015
Nanjing-Hangzhou In Transit,31.79,119.06
Nanjing-Hangzhou In Transit,31.745,119.105
Nanjing-Hangzhou In Transit,31.7,119.15
Nanjing-Hangzhou In Transit,31.655,119.195
Nanjing-Hangzhou In Transit,31.61,119.24
Nanjing-Hangzhou In Transit,31.565,119.285
Nanjing-Hangzhou In Transit,31.52,119.33
Nanjing-Hangzhou In Transit,31.475,119.375
Nanjing-Hangzhou In Transit,31.43,119.42
Nanjing-Hangzhou In Transit,31.385,119.465
Nanjing-Hangzhou In Transit,31.34,119.51
Nanjing-Hangzhou In Transit,31.295,119.555
Nanjing-Hangzhou In Transit,31.25,119.6
Nanjing-Hangzhou In Transit,31.205,119.645
Nanjing-Hangzhou In Transit,31.16,119.69
Nanjing-Hangzhou In Transit,31.115,119.735
Nanjing-Hangzhou In Transit,31.07,119.78
Nanjing-Hangzhou In Transit,31.025,119.825
Nanjing-Hangzhou In Transit,30.98,119.87
Nanjing-Hangzhou In Transit,30.935,119.915
Nanjing-Hangzhou In Transit,30.89,119.96
Nanjing-Hangzhou In Transit,30.845,120.005
Nanjing-Hangzhou In Transit,30.8,120.05
Nanjing-Hangzhou In Transit,30.755,120.095
Nanjing-Hangzhou In Transit,30.71,120.14
Nanjing-Hangzhou In Transit,30.665,120.15
Nanjing-Hangzhou In Transit,30.62,120.15
Nanjing-Hangzhou In Transit,30.575,120.15
Nanjing-Hangzhou In Transit,30.53,120.15
Nanjing-Hangzhou In Transit,30.485,120.15
Nanjing-Hangzhou In Transit,30.44,120.15
Nanjing-Hangzhou In Transit,30.395,120.15
Nanjing-Hangzhou In Transit,30.35,120.15
Nanjing-Hangzhou In Transit,30.305,120.15
Hangzhou,30.27,120.15
